code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.04E+12,Salty snacks,Appetizers,France,FrBeNeLux
26003948,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26006949,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26009193,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26012155,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26012407,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26012773,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,Belgium,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,Republic of the Congo,AfricaSCI
3.04E+12,Fat and sauces,Dressings and sauces,Singapore,SouthAsia
3.04E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.04E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+11,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,Belgium,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.04E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.04E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
