additives_n,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
6,510,9.5,2.6,3,2.2,0.9,6,0.5588,0.22
9,540,6.08,0.5,12.9,1.58,0,5.42,0.288,0.113
3,1255,,,,,,,,
5,698,10,2.9,13,2,,5.6,1.09982,0.433
9,1563,20.7,13.1,41.9,21.9,,4.7,0.11,0.043307087
2,1731,33,13.2,1,0,0,29,4.826,1.9
6,2079,46,18,2.2,1.5,,20,4.4,1.732283465
5,759,9.2,5.2,13.5,1.2,1,10.7,0.7,0.275590551
0,735,2.2,0.5,30.5,1.4,3.5,6.3,1.12,0.440944882
5,1725,7.4,3.5,83,63.5,,1.3,0,0
3,1700,7.2,3.6,81.3,66.7,0.3,2.8,0.254,0.1
6,1715,7.3,3.7,82.8,68.5,0,1.3,0,0
5,1330,0,0,78.3,73.2,0,0,0,0
12,1335,0,0,77.9,69.8,,0,0.005,0.001968504
6,716,10.8,,9.5,,,9.1,,
6,716,10.8,,9.5,,,9.1,,
4,2020,41.6,19.2,1.4,1.3,,27,4.4,1.732283465
6,822,15.8,5.6,4.5,0.5,,10,2.5,0.984251969
0,1029,20,10,3,2.5,,14,1.15,0.452755906
7,349,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
6,408,0.9,0.3,3.3,3.3,,18.8,3.5052,1.38
11,767,13,4.5,6.7,1.4,,10.7,2.4003,0.945
3,563,1.1,0.5,0.9,0.9,,29.8,4.2,1.653543307
,391.4,0.7,,2.2,,,19.3,,
11,805,14.3,5.3,3.8,3,,13.3,3,1.181102362
4,1726,35.8,17.4,1.1,1.1,,22.5,4.4,1.732283465
0,841,9.6,1.2,20.7,1.4,,7,1,0.393700787
0,871,10.5,1.4,1.9,2,,8.6,1.1,0.433070866
5,1873,41.3,19.7,6.3,2.1,,18.2,4.0894,1.61
0,1012,20,11,0.5,0.5,,16,0.8001,0.315
8,343,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
3,776,3.4,1.6,1.4,1.1,,37.1,5.5,2.165354331
7,349,0.3,0.1,4.1,3.1,,16.8,3.5052,1.38
3,743,13.1,4.4,0.8,0.4,,14.9,2.794,1.1
5,349,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
1,1075,20,9.5,2.5,2.5,,16,0.8,0.31496063
6,432,3.6,1.2,4.9,3.5,,14,3.4,1.338582677
6,432,3.6,1.2,4.9,3.5,,14,3.4,1.338582677
7,349,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
5,755,9.3,,18.6,,,6.5,,
9,847,10.7,5.7,21.1,2,,6.2,0.77978,0.307
5,622,7,3.14,15,5.2,,7.8,0.98044,0.386
4,172,7.5,4.12,20.4,1.4,,6.5,0.72,0.283464567
4,495,3.8,1.35,16,3.3,,5.9,1,0.393700787
6,372,1,0.5,3.5,3.2,,16.6,1.9,0.748031496
6,468,4.8,1.7,3.7,2.9,,14.3,1.95,0.767716535
7,349,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
2,1790,33.7,15.3,3.9,1.9,,30.1,5.4,2.125984252
4,2120,47.9,16,1.3,0.4,,19.2,1.94,0.763779528
6,748,11.9,4.1,9,0.5,,9.1,2.4,0.94488189
6,408,0.9,0.5,3.3,3.3,,18.8,3.5052,1.38
11,805,14.3,5.3,3.8,3,,13.3,3,1.181102362
15,1117,11,4.07,29.3,4.8,,11.1,1.48,0.582677165
1,1003,13.5,2.3,18.6,1.9,,10.1,1,0.393700787
3,743,13.1,4.4,0.8,0.5,,14.9,2.8,1.102362205
7,349,0.3,0.1,4.1,3.1,,16.8,3.5,1.377952756
3,446,4.7,,12,,,4,,
0,484,5,,13.5,,,4.1,,
0,146,2.2,,2.9,,,0.9,,
6,707,0.7,0.1,34,1.2,1.6,6.1,1,0.393700787
3,121,0,,7.1,,,0,,
0,180,0.1,,10.1,,,0.4,,
0,167,0.7,,1.5,,,4.6,,
9,1346,17.5,11.1,20,5.2,6.6,18,1.66116,0.654
2,497,3.5,1.1,0.5,0.5,0.5,21,2.1,0.826771654
1,535,4.4,2.8,0.6,0.5,,21,2.1,0.826771654
3,540,3.5,,0.5,,,22,,
2,818,3.4,1.4,0.5,0.5,,40,4.4,1.732283465
1,479,3,0.9,0.4,0.4,0.5,21,2.35,0.92519685
1,499,3.5,1.1,0.5,0.5,0.5,21,2.1,0.826771654
3,1640,0.1,,98,,0.1,0.1,0,0
0,1471,29.6,17.5,0.5,0.5,,22.1,1.7,0.669291339
,1364,1.2,0.2,74,44,1.7,4,0.38,0.149606299
0,1488,0.33,0.05,91.03,81.54,,0,0.03,0.011811024
1,1642,2.3,,82.7,,,7.3,,
5,519,4,0.3,15,2.5,,7,1.8,0.708661417
0,450,3.8,0.3,11,2.3,,7.2,1.5,0.590551181
3,482,3.5,0.4,13.1,3.6,1,7.7,1.397,0.55
5,516,4.9,0.5,13,2.4,,6.7,1.9,0.748031496
0,602,10.3,2.7,0.7,0.7,0,12.3,0.32512,0.128
0,347,3.6,,4.7,,,7.9,,
0,284,3.5,,5.8,,,3.3,,
0,471,3.4,,16.3,,,4,,
0,485,8.1,5.8,4,4,,7,0.08,0.031496063
,407,4.3,,10.7,,,3.9,,
0,333,5,,5.8,,,2.9,,
0,1238,31,22,2.7,2.7,,2.3,0.059944,0.0236
0,488,5.1,,9.8,,,7.8,,
1,410,3.7,,12.5,,,3.6,,
0,1218,23,,1,,,21,,
0,235,0.5,,4.8,,,7.9,,
3,535,4.8,,18.2,,,2.7,,
0,1225,23,,1,,,21,,
1,1025,19,13.3,2.2,2.2,,16.5,1.50114,0.591
1,1588,32,23,0,0,,23,1.8,0.708661417
1,1629,34,,3,,,21,1.89992,0.748
1,428,2.5,,15.5,,,4.2,,
1,490,4.4,,12.1,,,7.3,,
0,1225,23,16.3,1,1,,21,1.80086,0.709
2,418,4.1,2.8,12,12,,3.4,0.09,0.035433071
0,3020,81,57,0.6,0.6,,0.6,2.4,0.94488189
,1208,23,16.1,1,1,,20,1.5,0.590551181
2,414,4.1,2.8,12,12,,3.4,0.08,0.031496063
0,2987,80,55,1,1,,0.6,3,1.181102362
0,920,12.5,,1.7,,,25.2,,
0,2987,80,55,1,1,,0.6,2.9972,1.18
2,1254,11,1.6,43,16,1.9,5.5,0.65,0.255905512
0,1192,31.2,3.4,0.5,0.5,2.4,1.5,3.9624,1.56
0,1018,25,2.6,2.3,1,,1.2,3.5052,1.38
0,979,25.5,3.3,,0.3,,1.1,3.7,1.456692913
1,570,7.9,,14.7,,,1.6,,
2,1166,13,1.9,33.6,3.4,2.4,5.6,1.3,0.511811024
2,1602,30,12,1,1,,28,4.2926,1.69
0,831,7.6,1.1,23,5,2.6,6.8,1.3,0.511811024
0,753,2.9,1.2,31,0.1,3.1,5.9,1.8,0.708661417
2,954,7.7,1.4,29,2.1,3.1,8.6,0.9,0.354330709
0,1488,18.9,12.1,40.3,1.6,1.3,5.6,0.8,0.31496063
0,1488,18.9,12.1,40.3,1.6,1.3,5.6,0.762,0.3
0,1604,16.8,10.8,51.2,13.3,2.3,5.5,0.508,0.2
2,1675,0,0,95.8,94.2,,2.7,0,0
5,1718,13.3,12.5,69.5,56,,1.5,0.18,0.070866142
3,1675,0,0,95.8,94.2,,2.7,0,0
0,1898,26.4,9.5,40.6,30.6,5.2,11.2,0.14,0.05511811
11,2017,20.5,6.5,61.2,49.6,,12.8,0.508,0.2
4,268,1.7,1.1,8.6,8.6,1,3,0.1,0.039370079
0,195,1.6,1,4.8,4.8,,3.2,0,0
,266,2.6,1,8,8,0,2,,
0,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
,193,1.55,,4.8,,,3.15,,
0,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
0,144,0.5,0.3,4.3,4.3,,3.1,0.130048,0.0512
0,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
0,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
0,193,1.55,,4.8,,,3.15,,
0,284,4,2.3,4.8,4.8,,3.2,0.100076,0.0394
1,180,1.6,1,4.2,4.2,,2.9,0.1,0.039370079
0,193,1.55,1.05,4.8,,,3.15,,
,193,1.55,1,4.8,,,3.15,,
0,268,3.6,2.3,4.8,,,3.15,,
0,193,1.55,1,4.8,4.8,,3.15,0.130048,0.0512
1,263,1,0.7,10.7,10.5,0.4,2.4,0.0762,0.03
0,268,3.6,,4.8,,,3.15,,
0,193,1.55,,4.8,,,3.15,0,0
0,195,1.6,1,4.8,4.8,,3.2,0.1,0.039370079
0,135,0,0,4.8,4.8,0,3.15,0.127,0.05
2,180,1.2,0.8,4.8,4.8,,3.2,0.1,0.039370079
0,180,1.2,0.8,4.8,4.8,,3.2,0.100076,0.0394
2,180,1.2,0.8,4.8,4.8,,3.2,0.1,0.039370079
6,1316,30,11.4,1.1,1.1,0.1,11,3.048,1.2
0,909,14,,0,,,23,,
2,1475,2,,78,,,4.1,,
8,1246,13,,39,,,6,,
3,1980,18,12,70,32,0.41,6.5,1.6002,0.63
2,1819,8.4,5.5,81,47,,6.2,1.09982,0.433
4,2130,25,16,65,30,0.5,5.5,1.3208,0.52
2,2128,25.8,17.3,62.9,28.5,,5.5,1.1938,0.47
2,2359,37,9.1,53,48,,4.3,0.39,0.153543307
0,1107,22.4,9.6,1.1,0.3,,15.1,1.4,0.551181102
0,1061,21,8,0.7,0.5,,16,1.5,0.590551181
2,1301,27,10.5,3.1,0.6,,14.8,1.6,0.62992126
0,1678,38,15,0.5,0.5,,16,1,0.393700787
0,1556,36,14,0.2,0,0,13,0.8636,0.34
0,1335,28,11,0.6,0.5,,17,1,0.393700787
2,1295,27,10,2.4,1.1,,15,1.7,0.669291339
0,1402,31,12,4,1,0,11,1.524,0.6
0,1149,23,9,0.5,0.2,,17,1.5,0.590551181
0,1271,27,11,1,0.5,0,15,0.64,0.251968504
0,1485,32,,0.8,,,17,,
0,1582,36,14,1.7,0.5,,13,0.8,0.31496063
2,1692,28,12,0.6,0.6,,38,4.9,1.929133858
0,1129,22.6,8.8,0.2,0.2,,17,1.50114,0.591
0,1149,23,9,0.5,0.5,,17,1.5,0.590551181
0,1335,28,11,0.6,0.5,,17,1,0.393700787
0,1134,22.6,8.8,0.5,0.2,,17,1.5,0.590551181
0,1140,22,8.6,3.2,2.9,,16,1.5,0.590551181
0,1002,19,7,1.6,0.5,,16,1.4,0.551181102
0,958,18,6.8,1.2,0.5,,16,1.4,0.551181102
0,1002,19,6,0.6,0.5,,17,1.5,0.590551181
0,1002,19,6,0.6,0.5,,17,1.5,0.590551181
0,1002,19,6,0.6,0.5,,17,1.5,0.590551181
0,1076,21,8,0.6,0.5,,17,1.5,0.590551181
1,2140,29,18.1,54.5,51.5,7.2,4.9,0.0127,0.005
1,2120,28,18,55,52,7.1,4.8,0.01,0.003937008
1,2155,29,18.1,54.5,51.5,7.2,4.9,0.0127,0.005
1,2230,30,19,59,58.5,1.8,5.8,0.28,0.11023622
,2265,33.9,16.1,51.6,49.6,3.5,6.4,0.254,0.1
8,1365,0.1,0.1,71.6,54.9,0.2,7.9,0.0254,0.01
10,1405,0.1,0.1,76,63.9,0.1,4.9,0.2286,0.09
2,2110,42.5,27.5,33,0.4,6.7,6.9,0.01,0.003937008
0,1500,6.2,3.8,54,48.5,16.5,12,0.03,0.011811024
2,2425,39.9,13.9,47.8,43.1,3,6.5,0.254,0.1
0,105,0.8,0.6,2.9,1.9,0.2,1,0.2032,0.08
6,1590,12.7,9.09,47.3,31.8,3.64,16.4,3.46,1.36
1,2200,38.3,23.8,39.1,35.3,1,7.2,0.0254,0.01
1,1870,23,14,53,49.5,3.2,5.6,0.1016,0.04
3,1645,2,1.1,87,85.5,4.6,3.2,0.01,0.003937008
3,1645,2,1.1,87,85.5,4.6,3.2,0.01,0.003937008
0,1575,3.9,2.4,71,67,10.5,7.5,0.03,0.011811024
0,1495,3.5,2.2,72.6,68.6,11.5,7.7,0,0
0,1495,3.5,2.2,72.6,68.6,11.5,7.7,0,0
1,2230,30,19,59,58.5,1.8,5.8,0.28,0.11023622
,650,0.3,0.1,61.5,0,,0.5,0.03,0.011811024
0,1665,0.1,,98,,,0.1,,
11,620,0.5,0.1,57.4,0,0,0.4,0,0
11,705,0.2,0,67.2,0,0,1.6,0,0
15,655,0.5,0.1,63.3,0,,0,0,0
13,710,1.5,0.7,61.5,0.1,,0.5,0,0
13,710,1.5,0.7,61.5,0.1,,0.5,0,0
3,1925,21.7,17.9,62.2,50.1,2.7,3.7,0.254,0.1
11,710,0.1,0,68.5,0,,0.4,0.18,0.070866142
12,695,0,0,68.3,0,1,0.3,0.254,0.1
13,695,0.1,0,67.4,0,1.3,0.4,0,0
10,725,0.1,0,70,0.1,,0.3,0,0
3,990,0,0,99,0,0,0.1,0.254,0.1
13,565,0.4,0.1,53.2,0.1,,0.5,0.25,0.098425197
9,1640,4.8,4.7,84.2,56.8,0.1,1.1,0.1524,0.06
7,1380,0.2,0.2,74.3,66,0,5.4,0.0762,0.03
10,700,0.1,0,66.8,0,,1.5,0,0
11,720,0.3,,67.6,,0,1.5,0,0
0,1590,0.1,0,93.1,90.1,,0.2,0.0127,0.005
3,1610,1.9,1.2,87,81.1,5.3,3.5,,
2,1650,0,0,96.5,69.1,0,0,0.0127,0.005
0,1495,3.5,2.2,72.6,68.6,11.5,7.7,0,0
3,1610,1.9,1.2,87,85,5.3,3.5,0,0
,2350,38.5,14,44,42,5,7,0.127,0.05
0,1635,0.1,0,96,76,,0.2,0.1,0.039370079
7,1410,0,0,76.3,59.9,0,5.3,0.2286,0.09
3,1610,1.9,1.2,87,85,5.3,3.5,0,0
16,640,0.4,0.3,61.5,0.1,0,0.4,0.0100076,0.00394
9,1360,0.1,0.1,71.8,55.1,0.2,7.9,0.0254,0.01
10,725,0.4,0.1,70.6,0.1,0,0,0,0
11,753,0.5,0.1,71.5,0.1,,0.1,0.029972,0.0118
10,753,0.5,0.1,71.5,0.1,,0.1,0.03,0.011811024
3,1700,7.2,3.6,81.3,66.7,0.1,2.8,0.254,0.1
11,725,0.4,0.1,70.6,0.1,0,0,0,0
10,700,0.1,0,66.8,0,,1.5,0,0
13,730,3,2.5,57.9,0,,0.5,0.0199898,0.00787
5,1875,19.2,15.8,67,52.8,0.7,3.3,0.3048,0.12
3,1940,21.5,16.5,61.5,48,,3.7,0.18,0.070866142
2,1902,17.8,8.5,68.8,38.9,,3.6,1.25,0.492125984
,1416,0.5,0.1,83.3,74.6,,0.5,0.003,0.001181102
12,275,3,1.1,7.9,6.5,0,1.7,0.051562,0.0203
0,1227,4.3,1.6,49,2,2.8,12.5,1.524,0.6
0,1735,34.6,22.5,0,0,,26.7,0.817,0.321653543
0,1749,34.6,22.5,0,0,,26.7,0.817,0.321653543
0,1735,34.6,22.5,0,0,,26.7,0.817,0.321653543
0,235,0,,13,,,0.8,,
5,63,0,,3,3,,0,0.3556,0.14
2,186,0,0,10.9,10.9,0,0,0.0254,0.01
2,186,0,0,10.9,10.9,0,0,0.01,0.003937008
2,186,0,0,10.9,10.9,0,0,0.0254,0.01
0,,,,,,,,0.0254,0.01
0,1490,1.79,0,73.2,1.79,3.57,12.5,0,0
0,1250,0,0,73.3,60,0,0,0,0
0,3740,100,14.3,0,0,,0,0,0
0,1552,1.5,,,,,34,,
10,2027,21.8,6.8,58.5,34.6,0,13.3,0.4572,0.18
5,1972,27.4,12.5,51.3,27.3,3.5,3.4,0.2794,0.11
4,1663,3.8,1.9,83.2,69.3,4.2,4.4,0.61976,0.244
4,1111,7.4,1.9,1.8,1.8,2.7,4.8,1.4986,0.59
4,1611,0.4,0,88.6,8,1,4.8,0.03,0.011811024
4,1600,0.3,0,90.6,5,0.5,2.6,0.050038,0.0197
0,1548,,,,,,,,
0,750,10,,5,,,17,0.7,0.275590551
16,960,7,,30.7,,,10,1.0922,0.43
12,910,7.5,,23,,,12.9,1.1938,0.47
,960,7,,30.7,,,10,1.0922,0.43
1,135,0,0,7.5,7.5,0,0,0,0
4,5.2,0,0,0,0,0,0,0,0
1,147,0,,8.5,,,0,0.00127,0.0005
3,204,0,0,11.7,11.7,0,0,0,0
3,165,0,0,9.7,9.7,0,0,0,0
1,163,0.5,0,9.6,9.6,,0.5,0.01,0.003937008
5,163,0.5,0,9.6,9,,0.5,0.01,0.003937008
3,153,0,0,9,9,,0.5,0.01,0.003937008
0,1043,3.7,1.9,50.8,28.3,2,2.3,0.2,0.078740157
,0,0.1,0,0.2,,0,0.05,0.127,0.05
3,1631,7.1,4.8,78,64,,2.4,1.1,0.433070866
,1383,1.5,0.25,73,45,,3.8,0.39,0.153543307
0,206,0.1,0.004,11.6,11.6,,0.3,0.002794,0.0011
1,222,0.2,0.03,10.7,10.3,,0.4,0.0046,0.001811024
4,1216,2.5,0.7,54.6,9.2,4.4,9.4,1,0.393700787
1,1125,1.8,0.21,52.1,2.5,2.8,8.8,1.32,0.519685039
0,192,0.1,,10.4,,,0.7,,
0,155,0.1,,8.3,,,0.6,,
0,209,0,0,11.8,11.5,,0.5,0,0
0,239,0.2,,13,12,2.4,0.6,0.00508,0.002
0,322,1.5,0,15,14,1,0.7,0,0
2,2119,25.4,13.6,62.1,33.9,0,5.8,0.4,0.157480315
4,2088,23.4,14.6,64.7,38.1,,6.6,0.6,0.236220472
,1979.7,28.21,,51.02,,,,,
0,1485,1.9,0,71,2.2,4.6,10,0,0
0,1505,1.8,,73,,,11,,
,1310,2.1,,60,,9.8,11.5,,
2,1394,3.5,0.45,58.4,18,8.5,12,6.75,2.657480315
1,,,,,55,,,,
2,,,,,55,,,,
2,,,,,55,,,,
2,,,,,55,,,,
1,,,,,55,,,,
0,184,0,0,11,11,0,0,0,0
2,1445,0,,86,,,0,,
2,176,0,,10.4,10.4,,0,0,0
0,1490,32,,0,,,17,,
0,1524,32,24,1,,,19,3.2,1.25984252
4,1569,0.2,0.1,81,1.8,9.7,7.2,0.1016,0.04
5,966,11,9.1,30,22,0.9,2.5,0.18,0.070866142
5,459,6.4,3.9,10.9,9.3,1.2,1.6,0.1016,0.04
2,1623,2.7,1.2,79,31,5.7,7.9,0.508,0.2
4,2104,26,14,59,31,3.5,6.5,1.3462,0.53
3,2097,26.5,13.5,58,34,3.5,6,0.889,0.35
0,2167,30,18,51,48,9.7,6.6,0,0
0,517,3.2,0.4,20,0.5,2.5,2.4,0.04,0.015748031
0,626,5.4,0.6,22,,2.1,2.4,0.09,0.035433071
1,977,18,12.4,1.3,0.8,,17,0.7,0.275590551
2,179,,,10,10,,0.1,0.0762,0.03
5,197,0.1,0.1,11,10.9,0.1,0.2,0.0254,0.01
4,121,0,0,7.1,7.1,0,0,0.0254,0.01
,64.3,0.087,0.435,0.783,0.435,1.57,2,1.55,0.609
1,120,0,0,2.4,2.3,2.6,2.5,0.59,0.232283465
1,105,0.3,0,2.7,2.3,,1.9,0.70104,0.276
2,64,0.1,0.5,0.8,0.5,1.6,2,1.524,0.6
4,111,0,0,6.5,6.5,0,0,0.0254,0.01
6,848,10,5.5,25,24,0.7,2.5,0.100076,0.0394
,769,7.8,5.1,26,24,,2.4,0.13,0.051181102
4,649,16,3.1,0,0,3.9,1,3.2,1.25984252
5,597,15,3,0,0,2.5,1.3,3.3,1.299212598
3,127,,,6,5,1,1,0.89916,0.354
3,2097,30,2.6,53,2.2,2.7,3.8,3.556,1.4
1,1653,3.6,1,81.6,52.1,1.5,7.1,0.1016,0.04
0,1014,23.5,16,3,3,,5.5,1.2,0.472440945
6,1767,21,15,52,33,2.1,6.2,0.35,0.137795276
0,179,0,0,10,10,0,0.5,0.0254,0.01
0,194,0.5,0,11,11,,0.5,0.029972,0.0118
0,73,0.5,0.1,0.7,0.5,1.3,1.9,0.02,0.007874016
0,81,0.1,0,2.1,1.9,1.6,1.6,0.1016,0.04
2,512,4,0.5,18,0.5,3,2,0.5,0.196850394
0,1047,7.9,4.6,31,3.9,7.9,10,1.5494,0.61
5,1507,2,1.2,74,3.7,7,7,2.3,0.905511811
0,1597,1.2,0.6,82,8.5,3.3,7.9,1.9304,0.76
2,79,0,0,0.6,0.5,2.1,2.2,0.7,0.275590551
2,79,0,0,0.6,0.5,2.1,2.2,0.7,0.275590551
1,813,7,2.6,22.9,3.5,3.1,8.2,1.4478,0.57
1,972,8.9,4.7,29,3.8,1.9,7.8,1.30048,0.512
0,150,1.3,0.3,2.5,2.4,43,3.5,0,0
0,186,0.5,0.1,4.6,0.8,4.6,3.1,0.0508,0.02
0,118,0.4,0.1,4.4,4.2,2.3,0.6,0.0508,0.02
0,131,0,0,6.2,0,2.3,1.5,0,0
6,1219,19,16,29,25,,1.8,0.2,0.078740157
,2556,50,5.6,10,5,7.5,28,0.88,0.346456693
0,462,2.5,0.3,6,3.3,1.5,15,1.2192,0.48
0,1118,23,13,,,,16,2,0.787401575
0,1612,28.4,20.9,0,0,0,33,1.651,0.65
1,1654,29,18,0,0,,33,1.5,0.590551181
1,1638,6.1,3.8,69,20,10,9.7,1.3,0.511811024
0,144,0.8,,4.2,,,2.5,,
0,185,1.3,0.3,2.5,2.4,4.3,3.5,0.0254,0.01
0,1633,28.5,,,,,33,,
1,628,3.6,0.4,25,2.9,3.2,3.2,1.2,0.472440945
2,1614,8.3,7.4,65,61,3.8,9.8,1.09982,0.433
0,829,10,1.6,0,0,0,27,1.2192,0.48
0,729,3.3,0.4,31,0.5,1.5,4,1.1,0.433070866
1,2188,29,10,58,57,3.4,6,0.127,0.05
1,2188,29,10,58,57,3.4,6,0.130048,0.0512
0,197,0.1,0,10.6,9.6,0.4,0.6,0.0254,0.01
0,1298,22,15,1.7,0.7,0,27,1.6,0.62992126
1,1732,35,22,0.5,0.5,,25,1.7,0.669291339
9,1610,10,6,69,52,2,3,0.15,0.059055118
0,1603,30,19,0,0,0,29,1.1,0.433070866
6,1361,26,,0.5,,,23,,
1,1531,30.5,21,0,,0,24,1.6002,0.63
0,386,0.6,0.4,12,0.6,7,6.6,0.67,0.263779528
1,361,0.6,0.2,13,2.4,4.9,4.3,1.016,0.4
1,361,0.6,0.2,13,2.4,4.9,4.3,1.016,0.4
1,302,0.2,,16,16,0.7,0.9,0.0254,0.01
2,85,0.03,0.01,4.7,4.7,0.1,0.2,0.00508,0.002
0,409,3,2,14.5,14.5,0,3,0.254,0.1
,,,,69,36,5.5,7,0.508,0.2
0,1543,2,0.3,72,2,3,13,0,0
0,1539,1.8,0.5,70,3.9,3.4,15,0,0
0,58,0.1,0.1,0.1,0.1,3,2,0.8128,0.32
0,2189,57,7.1,,,,5.4,0.68,0.267716535
0,1633,28.4,18.7,0,0,,33,1.6,0.62992126
1,74,0.2,0,2,0,2,1,1.1684,0.46
2,1707,4.4,2.1,78,14,3.9,11,0.3556,0.14
2,1780,7.2,2.7,75,9.2,3.9,13,0.7,0.275590551
0,883,6.8,2.9,26,4.8,3.3,9.4,0.67,0.263779528
2,79,0,0,0.6,0.5,2.1,2.2,0.7,0.275590551
5,687,8.1,7.3,21,14,4.1,1.4,0.1016,0.04
2,260,0,0,13,13,1.6,0.5,0.02,0.007874016
2,247,0.1,0,14,14,1.1,0.3,0.127,0.05
0,1458,1.1,0.4,76,0.4,1.9,6.7,0,0
0,1498,1.5,0.4,76,0.4,2.9,7.9,0,0
0,1458,1.1,0.4,76,0.4,1.9,6.7,0,0
3,981,9.2,3.4,29,2.6,1.6,7.9,1.1938,0.47
0,1538,1.5,0.2,74,3,2.5,12,0,0
2,1802,10,4.9,78,45,2,5.3,0.6096,0.24
1,99,0.2,0.1,2.8,2,1.3,1.9,0.4572,0.18
0,207,0.1,0,11.5,11,0.3,0.3,0.0254,0.01
0,484,1.6,0.4,0,0,0,25,1.2192,0.48
9,565,2.4,0.3,22,1.6,2.4,5.1,0.84,0.330708661
0,1535,1.5,0.3,78,2.9,5.6,9,0.01016,0.004
2,153,1.5,1.1,4.6,2.3,1.3,0.5,0.5842,0.23
0,1340,0,,79,,,0.5,,
0,1456,3.3,0.6,62.7,4.7,9.3,12.2,0,0
0,1525,2,0.4,70,3,6,12.5,0,0
6,2005,20,12,67,31,3,6,0.5842,0.23
0,2535,51,9.7,5,5,13,27,0.1016,0.04
2,1056,,,60,58,0.7,0.7,,
2,1055,0,0,60,58,1,0,0,0
1,2240,29,11,65,64,1.4,3,0.1524,0.06
5,2070,23,14,64,38,2.8,6.4,0.7366,0.29
1,697,14.5,1.7,6.3,0.5,4.5,1,4.0132,1.58
0,1506,1,0.4,77,0.2,0.6,8.7,0,0
0,1525,2,0.4,70,3,6,12.5,0,0
1,2087,27,13,58,4.3,4.5,4,1.4732,0.58
5,2139,28,2.5,59,5,4,4.5,1.4986,0.59
2,,25,18,,,,25,2,0.787401575
0,1463,0.7,0.1,77,0.3,0.9,7.1,0,0
1,2270,34,20,52,52,1.5,6.8,0.1778,0.07
3,103,0,0,6,5,0,0,0.0254,0.01
0,1366,27,20,1,1,1.2,20,1.5,0.590551181
6,1608,2.6,1.3,78,33,5.6,8.3,0.508,0.2
1,1637,5.8,2.3,73,28,5.7,8,0.4,0.157480315
4,107,0,0,6.1,6.1,,0,0.03,0.011811024
5,3,0,0,0,0,0,0,0.0254,0.01
3,111,0,0,6.5,6.5,0,0,0.0199898,0.00787
2,172,0.2,,8.5,7.5,1.2,0.6,1.524,0.6
,2102,27,2.5,59,4.5,4,4.5,1.3,0.511811024
0,1365,0,0,80,80,0,0.3,0,0
1,338,0,0,14,14,1.9,4.2,1.1,0.433070866
4,1134,14,4.4,25,2.2,3.1,9.4,1.5494,0.61
6,528,0,0,30,27,,0,0,0
0,3096,74,11,12,5.5,3.2,8.2,1,0.393700787
0,1028,10.6,5.2,26,4.4,2.6,10,0.9398,0.37
1,650,7,2,0,0,0,23,1.016,0.4
1,650,7,2,0,0,0,23,1.016,0.4
0,1026,19,14,1,1,0,18,0.51,0.200787402
2,2037,22,10,59,20,5.1,9.9,0.7,0.275590551
5,1035,21,4.5,1.2,0.7,0,14,0.6096,0.24
0,1078,25,17,3,3,0,6,1.2,0.472440945
1,107,0.0725,0,3.77,3.77,1.01,1.81,1.09,0.428
1,1207,30,19,3.2,3.2,0,2.5,0.08,0.031496063
2,993,19,1.5,,,,16,1.1,0.433070866
2,1152,22,1.6,,,,19,0.9,0.354330709
0,292,1.4,0.4,11.6,8.1,2.5,2.5,0.4826,0.19
1,92,0,0,2,0,3,2,1.1938,0.47
0,1090,0.7,0,60,55,3.2,1.1,0,0
0,386,0.6,0.4,11.5,0.6,7,6.6,0.6858,0.27
0,496,3.1,1.1,13.4,0.3,6,6.2,0.5,0.196850394
,826,7.5,0.8,21,2,0.4,11,1.2,0.472440945
0,208,0.5,0.1,12,12,,0.5,0.0100076,0.00394
0,178,0.5,0,10,9.7,,0.5,0.01,0.003937008
1,203,0.1,0,11.3,11.1,0.1,0.4,,
2,1051,0.6,,60,,,0.5,,
0,1626,3.9,0.5,74,6.8,5.9,12,0.95,0.374015748
2,64,0.1,,0.8,0.5,1.6,2,1.524,0.6
7,1304,31,2.6,8.5,3.8,0.9,0.7,2.3,0.905511811
1,338,0,0,14,14,1.9,4.2,1.1,0.433070866
0,158,,,8.5,8.5,,0.6,0,0
0,1520,36,5.7,4.5,0.5,10,1.9,8,3.149606299
0,1343,0,,80,,,0.3,,
2,1055,0,0,60,60,2.4,0.7,0,0
0,1537,4.6,1.2,64,3,3,15,0.1,0.039370079
1,170,1.8,0.3,4.5,2.3,1.5,0.9,0.762,0.3
1,370,0.1,0,13.5,13.5,7.8,4.4,1.8,0.708661417
1,370,0.1,0,13.5,13.5,7.8,4.4,1.778,0.7
8,1137,22,15,6,6,0,13,3.048,1.2
